N_Size,Run_ID,Fixed_Pct,Success,Duration,Iterations,Energy_Init,Energy_Final,Temp_Init,Temp_Final,Cooling_Rate,Restarts,Accepted,Rejected,Improved,Fixed_Count,Holes_Count,Active_Blocks,Steps_To_Best,Time_To_Best,Accept_Rate,Improve_Rate,Iter_Per_Sec
9,2,35,True,0.02340102195739746,2395,32,0,1.0,0.6146070675071323,0.9997967755046742,0,588,1807,189,43,38,8,2395,0.02335667610168457,0.2455114822546973,0.07891440501043841,102345.95755519556
9,7,35,True,0.012192010879516602,4204,37,0,1.0,0.42552030868245977,0.9997967755046742,0,817,3387,222,41,40,9,4204,0.012141704559326172,0.19433872502378688,0.05280685061845861,344815.9652697655
9,6,35,True,0.018932104110717773,3421,29,0,1.0,0.4989239238506068,0.9997967755046742,0,919,2502,273,40,41,9,3421,0.018890380859375,0.26863490207541657,0.07980122771119556,180698.3513292279
9,9,33,True,0.06532096862792969,5694,29,0,1.0,0.31434069229038447,0.9997967755046742,0,1125,4569,263,40,41,9,5694,0.06527423858642578,0.1975763962065332,0.04618897084650509,87169.55855987385
9,10,34,True,0.052377939224243164,9061,38,0,1.0,0.15856284147824337,0.9997967755046742,0,1194,7867,317,37,44,9,9061,0.05233955383300781,0.13177353492991944,0.034985100982231544,172992.67848640578
9,2,36,True,0.0140380859375,3064,42,0,1.0,0.5364708059450428,0.9997967755046742,0,493,2571,175,42,39,9,3064,0.013999700546264648,0.16090078328981725,0.057114882506527416,218263.37391304347
9,10,35,True,0.021967172622680664,2871,32,0,1.0,0.557932762850599,0.9997967755046742,0,706,2165,210,43,38,8,2871,0.021921873092651367,0.24590734935562522,0.07314524555903866,130695.01702898944
9,1,36,True,0.009728431701660156,2478,35,0,1.0,0.6043260086171355,0.9997967755046742,0,640,1838,185,44,37,9,2478,0.009674072265625,0.258272800645682,0.07465698143664246,254717.31477306146
9,1,33,False,0.15384435653686523,29524,31,2,1.0,0.49548807747493384,0.9997967755046742,1,1992,27532,429,43,38,9,5000,0.05104231834411621,0.06747053244817776,0.014530551415797318,191908.24197002806
9,9,35,True,0.043187618255615234,4849,33,0,1.0,0.37323922026104,0.9997967755046742,0,1128,3721,272,41,40,8,4849,0.04313087463378906,0.23262528356362136,0.05609404000824912,112277.55073919908
9,5,36,True,0.021912574768066406,4071,39,0,1.0,0.4371796812825745,0.9997967755046742,0,1015,3056,265,38,43,8,4071,0.021854162216186523,0.24932449029722428,0.0650945713583886,185783.73573573574
9,3,36,True,0.021476268768310547,1879,24,0,1.0,0.6825649214053566,0.9997967755046742,0,415,1464,127,44,37,9,1879,0.021438121795654297,0.22086216072378925,0.06758914316125599,87491.9205133329
9,4,36,True,0.01891946792602539,750,32,0,1.0,0.8586156799181505,0.9997967755046742,0,208,542,91,48,33,9,750,0.018871307373046875,0.2773333333333333,0.12133333333333333,39641.7067822668
9,5,35,True,0.034122467041015625,2274,28,0,1.0,0.6299092818325899,0.9997967755046742,0,528,1746,149,45,36,9,2274,0.03406929969787598,0.23218997361477572,0.06552330694810905,66642.30922302963
9,6,36,True,0.028690338134765625,1700,26,0,1.0,0.7078544737426874,0.9997967755046742,0,473,1227,163,46,35,8,1700,0.02863025665283203,0.2782352941176471,0.09588235294117647,59253.39715463369
9,7,36,True,0.020460844039916992,3047,32,0,1.0,0.5383276083835501,0.9997967755046742,0,616,2431,188,41,40,9,3047,0.020422697067260742,0.20216606498194944,0.061700032819166396,148918.58781854835
9,8,35,True,0.07102656364440918,5398,28,0,1.0,0.33383203220154295,0.9997967755046742,0,1105,4293,255,44,37,8,5398,0.07098627090454102,0.20470544646165245,0.04723971841422749,75999.73478971625
9,4,35,True,0.05945420265197754,10405,23,0,1.0,0.12066154913016394,0.9997967755046742,0,1088,9317,235,44,37,7,10405,0.05940723419189453,0.10456511292647766,0.022585295530994715,175008.65432351254
9,2,37,True,0.016826152801513672,1685,32,0,1.0,0.7100157864526176,0.9997967755046742,0,541,1144,164,48,33,9,1685,0.016786575317382812,0.32106824925816024,0.0973293768545994,100141.72698160796
9,8,36,True,0.03514575958251953,6667,34,0,1.0,0.25793816245526247,0.9997967755046742,0,1075,5592,259,36,45,9,6667,0.035095930099487305,0.16124193790310484,0.03884805759712014,189695.715192793
9,8,37,True,0.005209922790527344,3644,29,0,1.0,0.4768156598524505,0.9997967755046742,0,715,2929,193,43,38,9,3644,0.0051555633544921875,0.19621295279912185,0.05296377607025247,699434.5495149186
9,3,37,True,0.022833824157714844,1177,22,0,1.0,0.7872420327113325,0.9997967755046742,0,341,836,105,46,35,9,1177,0.022782564163208008,0.2897196261682243,0.08920985556499575,51546.337217558365
9,1,37,True,0.03119039535522461,3047,32,0,1.0,0.5383276083835501,0.9997967755046742,0,659,2388,198,45,36,9,3047,0.031149625778198242,0.21627830653101413,0.06498194945848375,97690.32951644219
9,10,36,True,0.027529001235961914,2464,35,0,1.0,0.6060480260057732,0.9997967755046742,0,734,1730,203,44,37,9,2464,0.027487993240356445,0.29788961038961037,0.08238636363636363,89505.60824492271
9,4,37,True,0.01824784278869629,1995,39,0,1.0,0.666660691630623,0.9997967755046742,0,611,1384,187,41,40,9,1995,0.018207073211669922,0.306265664160401,0.093734335839599,109327.99142898206
9,7,37,True,0.021920204162597656,3087,34,0,1.0,0.5339688513328836,0.9997967755046742,0,755,2332,215,40,41,9,3087,0.02187180519104004,0.24457402008422416,0.06964690638160026,140828.98029149446
9,4,38,True,0.004581451416015625,4011,37,0,1.0,0.44254359946767596,0.9997967755046742,0,735,3276,225,45,36,9,4011,0.004523277282714844,0.18324607329842932,0.05609573672400898,875486.7477102415
9,6,37,True,0.02757716178894043,3098,31,0,1.0,0.5327763924560384,0.9997967755046742,0,570,2528,177,44,37,9,3098,0.027526140213012695,0.18398967075532602,0.057133634602969656,112339.33439961268
9,10,37,True,0.012826204299926758,2077,37,0,1.0,0.655642129721756,0.9997967755046742,0,521,1556,157,43,38,9,2077,0.012775182723999023,0.2508425613866153,0.07558979297063072,161934.1117162667
9,1,38,True,0.013721227645874023,3183,23,0,1.0,0.5236512829300095,0.9997967755046742,0,608,2575,168,47,34,9,3183,0.013668060302734375,0.1910147659440779,0.0527803958529689,231976.3276398325
9,9,37,True,0.020616531372070312,2823,28,0,1.0,0.5634024621252751,0.9997967755046742,0,623,2200,201,46,35,9,2823,0.020524978637695312,0.22068721218561813,0.07120085015940489,136928.95031917846
9,9,36,True,0.0624847412109375,4005,35,0,1.0,0.44308359769362504,0.9997967755046742,0,803,3202,241,43,38,9,4005,0.06242084503173828,0.20049937578027466,0.06017478152309613,64095.64835164835
9,3,38,True,0.03274965286254883,2305,31,0,1.0,0.6259529523785875,0.9997967755046742,0,575,1730,142,43,38,9,2305,0.032694101333618164,0.24945770065075923,0.061605206073752715,70382.42541605393
9,5,38,True,0.03501272201538086,3619,45,0,1.0,0.4792445872094297,0.9997967755046742,0,598,3021,177,40,41,9,3619,0.034966230392456055,0.1652390163028461,0.0489085382702404,103362.4291881733
9,1,39,True,0.016813039779663086,579,27,0,1.0,0.8889814224480403,0.9997967755046742,0,192,387,80,45,36,9,579,0.016762971878051758,0.3316062176165803,0.1381692573402418,34437.55606290503
9,2,38,True,0.012402057647705078,2748,39,0,1.0,0.5720564135870055,0.9997967755046742,0,635,2113,190,43,38,9,2748,0.012350320816040039,0.23107714701601165,0.06914119359534207,221576.13503018185
9,6,38,True,0.03904247283935547,4760,38,0,1.0,0.38005210944850426,0.9997967755046742,0,737,4023,203,41,40,9,4760,0.03899860382080078,0.15483193277310925,0.04264705882352941,121918.50704707003
9,2,39,True,0.020493268966674805,3726,35,0,1.0,0.46893485491950787,0.9997967755046742,0,697,3029,207,44,37,8,3726,0.02042841911315918,0.18706387546967257,0.05555555555555555,181815.7955209121
9,7,38,True,0.04279637336730957,2894,31,0,1.0,0.5553307154813488,0.9997967755046742,0,543,2351,168,45,36,8,2894,0.0427553653717041,0.1876295784381479,0.0580511402902557,67622.55238689478
9,9,38,True,0.03936576843261719,1755,37,0,1.0,0.6999857963107967,0.9997967755046742,0,489,1266,133,44,37,8,1755,0.03932499885559082,0.27863247863247864,0.07578347578347579,44581.88090508261
9,3,39,True,0.014835834503173828,2741,33,0,1.0,0.5728708666513392,0.9997967755046742,0,809,1932,218,42,39,9,2741,0.014772176742553711,0.2951477562933236,0.07953301714702664,184755.36373863014
9,6,39,True,0.011701583862304688,1344,34,0,1.0,0.7609698968892429,0.9997967755046742,0,394,950,123,46,35,8,1344,0.01165151596069336,0.2931547619047619,0.09151785714285714,114856.24645476772
9,7,39,True,0.016825199127197266,1282,43,0,1.0,0.7706197020046617,0.9997967755046742,0,396,886,126,46,35,9,1282,0.01678943634033203,0.3088923556942278,0.09828393135725429,76195.23491568655
9,5,37,True,0.030950307846069336,3239,25,0,1.0,0.5177250158601087,0.9997967755046742,0,559,2680,175,40,41,9,3239,0.030893802642822266,0.17258413090460017,0.05402902130287126,104651.62466587067
9,10,39,True,0.015436172485351562,2181,25,0,1.0,0.6419289390402317,0.9997967755046742,0,481,1700,137,42,39,8,2181,0.01539301872253418,0.22054103622191656,0.06281522237505731,141291.5022859261
9,5,39,True,0.013811111450195312,756,34,0,1.0,0.8575692612595918,0.9997967755046742,0,193,563,76,48,33,9,756,0.013757944107055664,0.2552910052910053,0.10052910052910052,54738.53445656677
9,8,38,True,0.05781269073486328,1742,31,0,1.0,0.7018377351377031,0.9997967755046742,0,501,1241,152,48,33,8,1742,0.05777311325073242,0.2876004592422503,0.08725602755453502,30131.792481153396
9,4,39,True,0.030389785766601562,3847,29,0,1.0,0.45754314842840943,0.9997967755046742,0,859,2988,230,42,39,9,3847,0.030335426330566406,0.2232908760072784,0.05978684689368339,126588.58570262976
9,10,38,True,0.06497979164123535,4263,29,0,1.0,0.4204481692948493,0.9997967755046742,0,843,3420,232,43,38,9,4263,0.0649411678314209,0.19774806474313864,0.05442176870748299,65605.01184024656
9,2,40,True,0.027028799057006836,823,30,0,1.0,0.8459705278948152,0.9997967755046742,0,257,566,87,49,32,8,823,0.0269777774810791,0.31227217496962334,0.10571081409477522,30449.003607751816
9,3,40,True,0.03129410743713379,3826,34,0,1.0,0.459500183841379,0.9997967755046742,0,852,2974,220,42,39,9,3826,0.03125166893005371,0.2226868792472556,0.057501306847882905,122259.43838423856
9,1,40,True,0.029483795166015625,1682,33,0,1.0,0.7104488402545994,0.9997967755046742,0,433,1249,137,44,37,9,1682,0.029450416564941406,0.25743162901307964,0.08145065398335315,57048.28671238194
9,8,39,True,0.04062485694885254,5786,34,0,1.0,0.3085175874772187,0.9997967755046742,0,1097,4689,259,38,43,9,5786,0.04058122634887695,0.18959557552713446,0.04476322156930522,142425.11690034214
9,4,40,True,0.04116201400756836,1833,32,0,1.0,0.6889763341369964,0.9997967755046742,0,305,1528,105,49,32,9,1833,0.0411226749420166,0.16639388979814512,0.057283142389525366,44531.34872513699
9,5,40,True,0.045447349548339844,2470,28,0,1.0,0.6053094185272149,0.9997967755046742,0,494,1976,156,45,36,9,2470,0.0454103946685791,0.2,0.06315789473684211,54348.60392403735
9,6,40,True,0.030042648315429688,881,24,0,1.0,0.8360565910178752,0.9997967755046742,0,302,579,84,51,30,8,881,0.030002593994140625,0.3427922814982974,0.09534619750283768,29324.977969652722
9,7,40,True,0.03914904594421387,2581,32,0,1.0,0.5918063982540631,0.9997967755046742,0,632,1949,189,41,40,9,2581,0.03911089897155762,0.24486633087950407,0.07322743122820612,65927.53252985634
9,8,40,True,0.03188061714172363,1920,34,0,1.0,0.6769007059270666,0.9997967755046742,0,451,1469,149,44,37,8,1920,0.03184199333190918,0.23489583333333333,0.07760416666666667,60224.681080191745
9,10,40,True,0.0252072811126709,1779,34,0,1.0,0.6965796612235053,0.9997967755046742,0,448,1331,146,43,38,9,1779,0.025166988372802734,0.2518268690275436,0.08206857785272625,70574.84669006025
9,7,41,True,0.004439830780029297,2615,30,0,1.0,0.5877309154573106,0.9997967755046742,0,623,1992,193,46,35,8,2615,0.004400730133056641,0.23824091778202677,0.07380497131931166,588986.4117710235
9,9,40,True,0.02473735809326172,2890,34,0,1.0,0.5557823721448439,0.9997967755046742,0,775,2115,222,43,38,9,2890,0.02468276023864746,0.2681660899653979,0.07681660899653979,116827.35032190909
9,3,41,True,0.021419525146484375,1147,25,0,1.0,0.7920567901445955,0.9997967755046742,0,337,810,117,48,33,9,1147,0.021364450454711914,0.2938099389712293,0.1020052310374891,53549.27301869991
9,6,41,True,0.016209840774536133,1118,31,0,1.0,0.7967390447411257,0.9997967755046742,0,302,816,86,44,37,9,1118,0.016170978546142578,0.2701252236135957,0.07692307692307693,68970.44921972672
9,2,41,True,0.024782657623291016,2702,36,0,1.0,0.5774298068837723,0.9997967755046742,0,722,1980,209,42,39,8,2702,0.0247347354888916,0.26720947446336046,0.0773501110288675,109027.85492467243
9,9,39,True,0.07690095901489258,2543,36,0,1.0,0.5963948018978479,0.9997967755046742,0,531,2012,165,43,38,9,2543,0.07684683799743652,0.2088084939048368,0.06488399528116398,33068.50828098938
9,2,42,True,0.00775599479675293,1064,36,0,1.0,0.805531607358458,0.9997967755046742,0,295,769,119,43,38,9,1064,0.007702350616455078,0.27725563909774437,0.1118421052631579,137184.2075558698
9,10,41,True,0.018864154815673828,3616,32,0,1.0,0.4795368887251567,0.9997967755046742,0,719,2897,216,43,38,9,3616,0.01881575584411621,0.19883849557522124,0.059734513274336286,191686.29791966837
9,3,42,True,0.011155843734741211,2178,27,0,1.0,0.6423204652188852,0.9997967755046742,0,527,1651,181,48,33,9,2178,0.011116504669189453,0.24196510560146925,0.08310376492194674,195234.00038468937
9,5,41,True,0.03548908233642578,7605,34,0,1.0,0.2131670065409212,0.9997967755046742,0,860,6745,233,43,38,9,7605,0.03543853759765625,0.11308349769888232,0.030637738330046023,214291.25520651386
9,1,42,True,0.01515650749206543,1398,31,0,1.0,0.7526637355826187,0.9997967755046742,0,300,1098,100,48,33,9,1398,0.015117645263671875,0.2145922746781116,0.0715307582260372,92237.60821758349
9,8,41,True,0.030333995819091797,2984,29,0,1.0,0.5452649136675041,0.9997967755046742,0,522,2462,197,47,34,8,2984,0.03029322624206543,0.17493297587131368,0.06601876675603217,98371.47792187377
9,5,42,True,0.023888587951660156,2632,30,0,1.0,0.5857037108703417,0.9997967755046742,0,503,2129,148,48,33,8,2632,0.023844003677368164,0.1911094224924012,0.05623100303951368,110178.13214100363
9,1,41,True,0.047875404357910156,244,31,0,1.0,0.9516177802289908,0.9997967755046742,0,61,183,27,47,34,9,244,0.047832489013671875,0.25,0.11065573770491803,5096.562697954224
9,4,41,True,0.013129711151123047,1936,29,0,1.0,0.6747030526138145,0.9997967755046742,0,408,1528,133,47,34,8,1936,0.013080120086669922,0.21074380165289255,0.06869834710743801,147451.83482840023
9,4,42,True,0.009476900100708008,369,37,0,1.0,0.9277458430840525,0.9997967755046742,0,87,282,41,48,33,9,369,0.009421586990356445,0.23577235772357724,0.1111111111111111,38936.78271151475
9,6,42,True,0.01242208480834961,2426,29,0,1.0,0.6107468480851513,0.9997967755046742,0,473,1953,165,43,38,9,2426,0.012381792068481445,0.19497114591920858,0.06801319043693323,195297.3303136156
9,7,42,True,0.03312945365905762,2665,32,0,1.0,0.5817884879849731,0.9997967755046742,0,447,2218,161,45,36,9,2665,0.03306889533996582,0.1677298311444653,0.060412757973733584,80442.01475297759
9,9,42,True,0.02995586395263672,2258,30,0,1.0,0.6319610321765449,0.9997967755046742,0,476,1782,145,43,38,9,2258,0.029918909072875977,0.2108060230292294,0.06421612046058459,75377.5622552609
9,10,42,True,0.03825545310974121,977,33,0,1.0,0.8199019575688115,0.9997967755046742,0,276,701,98,44,37,8,977,0.03821587562561035,0.28249744114636643,0.10030706243602866,25538.8427160263
9,9,41,True,0.07059788703918457,627,30,0,1.0,0.8803508938855237,0.9997967755046742,0,196,431,73,47,34,9,627,0.07055854797363281,0.31259968102073366,0.11642743221690591,8881.285634681823
9,1,43,True,0.030005693435668945,3503,42,0,1.0,0.4906777137293587,0.9997967755046742,0,530,2973,159,46,35,8,3503,0.029961824417114258,0.1512988866685698,0.04538966600057094,116744.51075461054
9,3,43,True,0.044295549392700195,4716,32,0,1.0,0.38346607676872124,0.9997967755046742,0,826,3890,215,42,39,9,4716,0.04423403739929199,0.17514843087362172,0.045589482612383374,106466.67813487344
9,8,42,True,0.049428701400756836,1275,28,0,1.0,0.771716855297286,0.9997967755046742,0,409,866,133,45,36,9,1275,0.04938554763793945,0.3207843137254902,0.10431372549019607,25794.729860746
9,4,43,True,0.017951011657714844,4586,27,0,1.0,0.3937330057613234,0.9997967755046742,0,617,3969,165,46,35,9,4586,0.01788496971130371,0.13453990405582206,0.03597906672481466,255473.0667800032
9,2,43,True,0.035965919494628906,202,33,0,1.0,0.9597758417706235,0.9997967755046742,0,61,141,32,46,35,9,202,0.03591012954711914,0.30198019801980197,0.15841584158415842,5616.428075199533
9,8,43,True,0.027506351470947266,2628,32,0,1.0,0.5861800702296813,0.9997967755046742,0,514,2114,164,45,36,8,2628,0.02744603157043457,0.19558599695585996,0.0624048706240487,95541.56983617925
9,5,43,True,0.012885093688964844,1888,25,0,1.0,0.681317510561486,0.9997967755046742,0,447,1441,149,47,34,9,1888,0.012838125228881836,0.2367584745762712,0.07891949152542373,146525.903930131
9,7,43,True,0.014313697814941406,2542,29,0,1.0,0.5965160285667072,0.9997967755046742,0,519,2023,166,48,33,8,2542,0.014256000518798828,0.2041699449252557,0.06530291109362707,177592.1241921514
9,10,43,True,0.03183460235595703,514,34,0,1.0,0.900803617089249,0.9997967755046742,0,170,344,68,45,36,9,514,0.03179669380187988,0.33073929961089493,0.13229571984435798,16145.953206914113
9,6,44,True,0.009539365768432617,1680,34,0,1.0,0.7107376895175164,0.9997967755046742,0,457,1223,137,50,31,8,1680,0.009484291076660156,0.2720238095238095,0.08154761904761905,176112.3371072955
9,3,44,True,0.023811817169189453,3075,30,0,1.0,0.5352727597048537,0.9997967755046742,0,614,2461,195,46,35,9,3075,0.023761272430419922,0.19967479674796748,0.06341463414634146,129137.56132727236
9,2,44,True,0.025365829467773438,1229,32,0,1.0,0.7789656826485168,0.9997967755046742,0,306,923,107,46,35,9,1229,0.025326013565063477,0.24898291293734745,0.0870626525630594,48451.00774494323
9,5,44,True,0.023115873336791992,1725,31,0,1.0,0.7042668962469352,0.9997967755046742,0,506,1219,168,48,33,8,1725,0.02307415008544922,0.29333333333333333,0.09739130434782609,74624.04620700325
9,7,44,True,0.016748905181884766,1385,28,0,1.0,0.7546550434104005,0.9997967755046742,0,333,1052,113,45,36,9,1385,0.016705989837646484,0.2404332129963899,0.0815884476534296,82691.97209964413
9,9,44,True,0.013617992401123047,2779,30,0,1.0,0.5684634459904001,0.9997967755046742,0,641,2138,188,46,35,9,2779,0.013571023941040039,0.2306585102554876,0.06765023389708529,204068.2589726531
9,1,45,True,0.01154780387878418,2244,33,0,1.0,0.6337617951270587,0.9997967755046742,0,479,1765,146,46,35,9,2244,0.011488676071166992,0.21345811051693406,0.06506238859180036,194322.66286776093
9,10,44,True,0.017736196517944336,3017,33,0,1.0,0.5416200098894359,0.9997967755046742,0,663,2354,212,47,34,8,3017,0.017684459686279297,0.21975472323500167,0.07026847862114684,170104.11431490368
9,9,43,True,0.030640840530395508,3314,33,0,1.0,0.5098929785795838,0.9997967755046742,0,745,2569,231,42,39,9,3314,0.03060150146484375,0.2248038624019312,0.06970428485214243,108156.30193670877
9,4,44,True,0.03170275688171387,2753,36,0,1.0,0.571475370419668,0.9997967755046742,0,637,2116,199,45,36,9,2753,0.03165459632873535,0.23138394478750454,0.07228478023973847,86837.8737619481
9,3,45,True,0.023574113845825195,2873,27,0,1.0,0.557706014685019,0.9997967755046742,0,501,2372,161,48,33,9,2873,0.023536205291748047,0.17438217890706578,0.05603898364079359,121870.9648553253
9,6,43,True,0.05623126029968262,5573,25,0,1.0,0.32216700750695026,0.9997967755046742,0,1024,4549,239,46,35,7,5573,0.05619192123413086,0.18374304683294457,0.04288534003229858,99108.57359943354
9,8,45,True,0.01204538345336914,556,32,0,1.0,0.8931468174227953,0.9997967755046742,0,164,392,64,48,33,9,556,0.011990547180175781,0.2949640287769784,0.11510791366906475,46158.7629943391
9,8,44,True,0.04510235786437988,1538,31,0,1.0,0.7315490271802719,0.9997967755046742,0,360,1178,116,46,35,9,1538,0.04506397247314453,0.2340702210663199,0.0754226267880364,34100.21277877921
9,1,44,True,0.011833667755126953,1285,31,0,1.0,0.7701499710783426,0.9997967755046742,0,330,955,126,46,35,9,1285,0.011794805526733398,0.25680933852140075,0.0980544747081712,108588.48047709232
9,2,45,True,0.022154569625854492,1812,22,0,1.0,0.6919232716864611,0.9997967755046742,0,389,1423,132,47,34,9,1812,0.02209782600402832,0.21467991169977924,0.0728476821192053,81788.99570612227
9,5,45,True,0.024690866470336914,3090,30,0,1.0,0.5336433708364602,0.9997967755046742,0,694,2396,194,44,37,8,3090,0.024652719497680664,0.22459546925566343,0.0627831715210356,125147.49143017159
9,9,45,True,0.02094268798828125,4593,29,0,1.0,0.39317323379221253,0.9997967755046742,0,637,3956,197,45,36,9,4593,0.02088618278503418,0.13868930981929023,0.0428913564119312,219312.8218579235
9,2,46,True,0.016512632369995117,3227,35,0,1.0,0.5189892581110814,0.9997967755046742,0,544,2683,181,46,35,8,3227,0.01647162437438965,0.16857762627827705,0.05608924697861791,195426.13967859774
9,4,46,True,0.011928081512451172,2204,32,0,1.0,0.6389351562436435,0.9997967755046742,0,523,1681,167,45,36,9,2204,0.01187276840209961,0.23729582577132485,0.07577132486388385,184774.05588646812
9,6,46,True,0.0072400569915771484,2228,31,0,1.0,0.6358260939374433,0.9997967755046742,0,554,1674,177,47,34,8,2228,0.007199287414550781,0.24865350089766608,0.07944344703770198,307732.3842328844
9,7,46,True,0.012465715408325195,755,28,0,1.0,0.8577435757648956,0.9997967755046742,0,179,576,76,51,30,9,755,0.012445449829101562,0.2370860927152318,0.10066225165562914,60566.11877211437
9,1,46,True,0.027303218841552734,3776,24,0,1.0,0.46419355019769964,0.9997967755046742,0,832,2944,229,45,36,9,3776,0.02726435661315918,0.22033898305084745,0.060646186440677964,138298.7120278035
9,4,45,True,0.02757096290588379,3025,25,0,1.0,0.5407400723419274,0.9997967755046742,0,621,2404,176,48,33,9,3025,0.027512788772583008,0.20528925619834712,0.05818181818181818,109716.87896161395
9,3,46,True,0.025691986083984375,2357,26,0,1.0,0.6193722496957086,0.9997967755046742,0,674,1683,199,46,35,8,2357,0.025652408599853516,0.2859567246499788,0.08442935935511243,91740.66933927246
9,9,46,True,0.011260747909545898,1862,32,0,1.0,0.6849273765407716,0.9997967755046742,0,449,1413,159,47,34,9,1862,0.011213541030883789,0.24113856068743286,0.08539205155746508,165353.1377273401
9,7,45,True,0.021816492080688477,1251,33,0,1.0,0.7754903962210409,0.9997967755046742,0,318,933,118,46,35,9,1251,0.021761417388916016,0.2541966426858513,0.09432454036770584,57341.940921261135
9,3,47,True,0.008089542388916016,2597,39,0,1.0,0.5898850155748329,0.9997967755046742,0,652,1945,217,44,37,9,2597,0.00804901123046875,0.2510589141316904,0.08355795148247978,321031.75620394934
9,10,46,True,0.01607990264892578,4448,26,0,1.0,0.40493269159075757,0.9997967755046742,0,770,3678,188,48,33,8,4448,0.016019582748413086,0.1731115107913669,0.04226618705035971,276618.59011921
9,10,45,True,0.0488128662109375,1393,24,0,1.0,0.7534290006202735,0.9997967755046742,0,402,991,136,49,32,8,1393,0.04877352714538574,0.28858578607322327,0.09763101220387653,28537.557986870896
9,6,45,True,0.024208784103393555,3142,32,0,1.0,0.5280331275285254,0.9997967755046742,0,684,2458,201,48,33,8,3142,0.024159669876098633,0.21769573520050922,0.06397199236155315,129787.60050817912
9,1,47,True,0.01660776138305664,1237,26,0,1.0,0.7777001438208009,0.9997967755046742,0,264,973,84,52,29,9,1237,0.01656055450439453,0.21341956345998384,0.06790622473726758,74483.24740876856
9,6,47,True,0.01396489143371582,1394,32,0,1.0,0.7532758853918586,0.9997967755046742,0,293,1101,114,48,33,9,1394,0.013944625854492188,0.21018651362984217,0.08177905308464849,99821.75705529851
9,9,47,True,0.008955717086791992,2896,26,0,1.0,0.5551050248078306,0.9997967755046742,0,613,2283,193,47,34,9,2896,0.00889134407043457,0.21167127071823205,0.06664364640883978,323368.85722652613
9,10,47,True,0.010122299194335938,974,28,0,1.0,0.8204020332949461,0.9997967755046742,0,329,645,104,49,32,8,974,0.010081052780151367,0.337782340862423,0.10677618069815195,96223.1980403241
9,7,47,True,0.010805606842041016,1215,23,0,1.0,0.7811853330219012,0.9997967755046742,0,362,853,114,48,33,8,1215,0.010754108428955078,0.2979423868312757,0.09382716049382717,112441.62570054278
9,5,46,True,0.05375480651855469,2194,32,0,1.0,0.6402350815190341,0.9997967755046742,0,429,1765,139,46,35,8,2194,0.05371546745300293,0.19553327256153144,0.0633546034639927,40814.95483092644
9,8,46,True,0.04428219795227051,3126,30,0,1.0,0.5297530452726714,0.9997967755046742,0,670,2456,204,43,38,8,3126,0.04422402381896973,0.2143314139475368,0.06525911708253358,70592.70191080745
9,5,47,True,0.03658461570739746,3213,29,0,1.0,0.5204681097809419,0.9997967755046742,0,760,2453,228,43,38,9,3213,0.03654074668884277,0.23653906006847183,0.07096171802054155,87823.80073901737
9,2,48,True,0.019539833068847656,1197,34,0,1.0,0.7840484654068288,0.9997967755046742,0,287,910,104,52,29,9,1197,0.0195004940032959,0.23976608187134502,0.08688387635756056,61259.47933037239
9,8,47,True,0.02029728889465332,607,31,0,1.0,0.8839367179196852,0.9997967755046742,0,221,386,63,49,32,9,607,0.020256757736206055,0.3640856672158155,0.10378912685337727,29905.47176770465
9,5,48,True,0.017950773239135742,291,27,0,1.0,0.942570710441983,0.9997967755046742,0,81,210,35,48,33,8,291,0.017909526824951172,0.27835051546391754,0.12027491408934708,16211.000836753397
9,1,48,True,0.03246498107910156,1712,34,0,1.0,0.7061301614967992,0.9997967755046742,0,501,1211,154,45,36,9,1712,0.03242373466491699,0.29264018691588783,0.08995327102803738,52733.7439633394
9,2,47,True,0.05853891372680664,2178,34,0,1.0,0.6423204652188852,0.9997967755046742,0,608,1570,182,46,35,8,2178,0.058490753173828125,0.27915518824609736,0.08356290174471992,37206.020087158395
9,3,48,True,0.026618480682373047,1468,32,0,1.0,0.7420312820625115,0.9997967755046742,0,347,1121,105,50,31,9,1468,0.026569366455078125,0.23637602179836512,0.07152588555858311,55149.654013578634
9,4,47,True,0.05413627624511719,1598,24,0,1.0,0.722682173982292,0.9997967755046742,0,418,1180,139,48,33,9,1598,0.05409121513366699,0.2615769712140175,0.0869837296620776,29518.099707571433
9,2,49,True,0.006728172302246094,989,26,0,1.0,0.8179047010163613,0.9997967755046742,0,321,668,104,51,30,9,989,0.006675243377685547,0.32457027300303337,0.1051567239635996,146993.85740609496
9,7,48,True,0.020133495330810547,935,28,0,1.0,0.8269308411888104,0.9997967755046742,0,204,731,70,49,32,9,935,0.02009105682373047,0.21818181818181817,0.0748663101604278,46440.02368377425
9,6,48,True,0.0383608341217041,3731,26,0,1.0,0.46845855330500646,0.9997967755046742,0,898,2833,255,46,35,9,3731,0.038320302963256836,0.2406861431251675,0.06834628785848298,97260.65883142632
9,1,49,True,0.020639896392822266,2454,31,0,1.0,0.6072810418124743,0.9997967755046742,0,501,1953,148,45,36,9,2454,0.020599842071533203,0.2041564792176039,0.06030969845150774,118895.94566246968
9,9,48,True,0.026094436645507812,4718,27,0,1.0,0.38331023320609336,0.9997967755046742,0,746,3972,188,45,36,9,4718,0.026039600372314453,0.15811784654514624,0.03984739296311997,180804.82303925153
